Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,BTC-USD,^GSPC,BTC-USD,^GSPC,BTC-USD,^GSPC,BTC-USD,^GSPC,BTC-USD,^GSPC
Date,,,,,,,,,,
2014-05-23,,1900.530029296875,,1901.260009765625,,1893.3199462890625,,1893.3199462890625,,2396280000.0
2014-05-27,,1911.9100341796875,,1912.280029296875,,1902.010009765625,,1902.010009765625,,2911020000.0
2014-05-28,,1909.780029296875,,1914.4599609375,,1907.300048828125,,1911.77001953125,,2976450000.0
2014-05-29,,1920.030029296875,,1920.030029296875,,1909.8199462890625,,1910.5999755859375,,2709050000.0
2014-05-30,,1923.5699462890625,,1924.030029296875,,1916.6400146484375,,1920.3299560546875,,3263490000.0
2014-06-02,,1924.969970703125,,1925.8800048828125,,1915.97998046875,,1923.8699951171875,,2509020000.0
2014-06-03,,1924.239990234375,,1925.0699462890625,,1918.7900390625,,1923.0699462890625,,2867180000.0
2014-06-04,,1927.8800048828125,,1928.6300048828125,,1918.5999755859375,,1923.06005859375,,2793920000.0
2014-06-05,,1940.4599609375,,1941.739990234375,,1922.9300537109375,,1928.52001953125,,3113270000.0
2014-06-06,,1949.43994140625,,1949.43994140625,,1942.4100341796875,,1942.4100341796875,,2864300000.0
2014-06-09,,1951.27001953125,,1955.550048828125,,1947.1600341796875,,1948.969970703125,,2812180000.0
2014-06-10,,1950.7900390625,,1950.8599853515625,,1944.6400146484375,,1950.3399658203125,,2702360000.0
2014-06-11,,1943.8900146484375,,1949.3699951171875,,1940.0799560546875,,1949.3699951171875,,2710620000.0
2014-06-12,,1930.1099853515625,,1943.3499755859375,,1925.780029296875,,1943.3499755859375,,3040480000.0
2014-06-13,,1936.1600341796875,,1937.300048828125,,1927.68994140625,,1930.800048828125,,2598230000.0
2014-06-16,,1937.780029296875,,1941.1500244140625,,1930.9100341796875,,1934.8399658203125,,2926130000.0
2014-06-17,,1941.989990234375,,1943.68994140625,,1933.550048828125,,1937.1500244140625,,2971260000.0
2014-06-18,,1956.97998046875,,1957.739990234375,,1939.2900390625,,1942.72998046875,,3065220000.0
2014-06-19,,1959.47998046875,,1959.8699951171875,,1952.260009765625,,1957.5,,2952150000.0
2014-06-20,,1962.8699951171875,,1963.9100341796875,,1959.1700439453125,,1960.449951171875,,4336240000.0
2014-06-23,,1962.6099853515625,,1963.739990234375,,1958.8900146484375,,1962.9200439453125,,2717630000.0
2014-06-24,,1949.97998046875,,1968.1700439453125,,1948.3399658203125,,1961.969970703125,,3089700000.0
2014-06-25,,1959.530029296875,,1960.8299560546875,,1947.489990234375,,1949.27001953125,,3106710000.0
2014-06-26,,1957.219970703125,,1959.8900146484375,,1944.68994140625,,1959.8900146484375,,2778840000.0
2014-06-27,,1960.9599609375,,1961.469970703125,,1952.1800537109375,,1956.56005859375,,4290590000.0
2014-06-30,,1960.22998046875,,1964.239990234375,,1958.219970703125,,1960.7900390625,,3037350000.0
2014-07-01,,1973.3199462890625,,1978.5799560546875,,1962.2900390625,,1962.2900390625,,3188240000.0
2014-07-02,,1974.6199951171875,,1976.6700439453125,,1972.5799560546875,,1973.06005859375,,2851480000.0
2014-07-03,,1985.43994140625,,1985.5899658203125,,1975.8800048828125,,1975.8800048828125,,1998090000.0
2014-07-07,,1977.6500244140625,,1984.219970703125,,1974.8800048828125,,1984.219970703125,,2681260000.0
2014-07-08,,1963.7099609375,,1976.3900146484375,,1959.4599609375,,1976.3900146484375,,3302430000.0
2014-07-09,,1972.8299560546875,,1974.1500244140625,,1965.0999755859375,,1965.0999755859375,,2858800000.0
2014-07-10,,1964.6800537109375,,1969.8399658203125,,1952.8599853515625,,1966.6700439453125,,3165690000.0
2014-07-11,,1967.5699462890625,,1968.6700439453125,,1959.6300048828125,,1965.760009765625,,2684630000.0
2014-07-14,,1977.0999755859375,,1979.8499755859375,,1969.8599853515625,,1969.8599853515625,,2744920000.0
2014-07-15,,1973.280029296875,,1982.52001953125,,1965.3399658203125,,1977.3599853515625,,3328740000.0
2014-07-16,,1981.5699462890625,,1983.93994140625,,1975.6700439453125,,1976.3499755859375,,3390950000.0
2014-07-17,,1958.1199951171875,,1981.800048828125,,1955.5899658203125,,1979.75,,3381680000.0
2014-07-18,,1978.219970703125,,1979.9100341796875,,1960.8199462890625,,1961.5400390625,,3106060000.0
2014-07-21,,1973.6300048828125,,1976.9300537109375,,1965.77001953125,,1976.9300537109375,,2611160000.0
2014-07-22,,1983.530029296875,,1986.239990234375,,1975.6500244140625,,1975.6500244140625,,2890480000.0
2014-07-23,,1987.010009765625,,1989.22998046875,,1982.43994140625,,1985.3199462890625,,2869720000.0
2014-07-24,,1987.97998046875,,1991.3900146484375,,1985.7900390625,,1988.0699462890625,,3203530000.0
2014-07-25,,1978.3399658203125,,1984.5999755859375,,1974.3699951171875,,1984.5999755859375,,2638960000.0
2014-07-28,,1978.9100341796875,,1981.52001953125,,1967.31005859375,,1978.25,,2803320000.0
2014-07-29,,1969.949951171875,,1984.8499755859375,,1969.949951171875,,1980.030029296875,,3183300000.0
2014-07-30,,1970.0699462890625,,1978.9000244140625,,1962.4200439453125,,1973.2099609375,,3448250000.0
2014-07-31,,1930.6700439453125,,1965.1400146484375,,1930.6700439453125,,1965.1400146484375,,4193000000.0
2014-08-01,,1925.1500244140625,,1937.3499755859375,,1916.3699951171875,,1929.800048828125,,3789660000.0
2014-08-04,,1938.989990234375,,1942.9200439453125,,1921.199951171875,,1926.6199951171875,,3072920000.0
2014-08-05,,1920.2099609375,,1936.3399658203125,,1913.77001953125,,1936.3399658203125,,3462520000.0
2014-08-06,,1920.239990234375,,1927.9100341796875,,1911.449951171875,,1917.2900390625,,3539150000.0
2014-08-07,,1909.5699462890625,,1928.8900146484375,,1904.780029296875,,1923.030029296875,,3230520000.0
2014-08-08,,1931.5899658203125,,1932.3800048828125,,1909.010009765625,,1910.3499755859375,,2902280000.0
2014-08-11,,1936.9200439453125,,1944.9000244140625,,1933.4300537109375,,1933.4300537109375,,2784890000.0
2014-08-12,,1933.75,,1939.6500244140625,,1928.2900390625,,1935.72998046875,,2611700000.0
2014-08-13,,1946.719970703125,,1948.4100341796875,,1935.5999755859375,,1935.5999755859375,,2718020000.0
2014-08-14,,1955.1800537109375,,1955.22998046875,,1947.4100341796875,,1947.4100341796875,,2609460000.0
2014-08-15,,1955.06005859375,,1964.0400390625,,1941.5,,1958.8699951171875,,3023380000.0
2014-08-18,,1971.739990234375,,1971.989990234375,,1958.3599853515625,,1958.3599853515625,,2638160000.0
2014-08-19,,1981.5999755859375,,1982.5699462890625,,1972.72998046875,,1972.72998046875,,2656430000.0
2014-08-20,,1986.510009765625,,1988.5699462890625,,1977.6800537109375,,1980.4599609375,,2579560000.0
2014-08-21,,1992.3699951171875,,1994.760009765625,,1986.8199462890625,,1986.8199462890625,,2638920000.0
2014-08-22,,1988.4000244140625,,1993.5400390625,,1984.760009765625,,1992.5999755859375,,2301860000.0
2014-08-25,,1997.9200439453125,,2001.949951171875,,1991.739990234375,,1991.739990234375,,2233880000.0
2014-08-26,,2000.02001953125,,2005.0400390625,,1998.5899658203125,,1998.5899658203125,,2451950000.0
2014-08-27,,2000.1199951171875,,2002.1400146484375,,1996.199951171875,,2000.5400390625,,2344350000.0
2014-08-28,,1996.739990234375,,1998.550048828125,,1990.52001953125,,1997.4200439453125,,2282400000.0
2014-08-29,,2003.3699951171875,,2003.3800048828125,,1994.6500244140625,,1998.449951171875,,2259130000.0
2014-09-02,,2002.280029296875,,2006.1199951171875,,1994.8499755859375,,2004.0699462890625,,2819980000.0
2014-09-03,,2000.719970703125,,2009.280029296875,,1998.1400146484375,,2003.5699462890625,,2809980000.0
2014-09-04,,1997.6500244140625,,2011.1700439453125,,1992.5400390625,,2001.6700439453125,,3072410000.0
2014-09-05,,2007.7099609375,,2007.7099609375,,1990.0999755859375,,1998.0,,2818300000.0
2014-09-08,,2001.5400390625,,2007.1700439453125,,1995.5999755859375,,2007.1700439453125,,2789090000.0
2014-09-09,,1988.43994140625,,2001.010009765625,,1984.6099853515625,,2000.72998046875,,2882830000.0
2014-09-10,,1995.68994140625,,1996.6600341796875,,1982.989990234375,,1988.4100341796875,,2912430000.0
2014-09-11,,1997.449951171875,,1997.6500244140625,,1985.9300537109375,,1992.8499755859375,,2941690000.0
2014-09-12,,1985.5400390625,,1996.739990234375,,1980.260009765625,,1996.739990234375,,3206570000.0
2014-09-15,,1984.1300048828125,,1987.1800537109375,,1978.47998046875,,1986.0400390625,,2776530000.0
2014-09-16,,1998.97998046875,,2002.280029296875,,1979.06005859375,,1981.9300537109375,,3160310000.0
2014-09-17,457.3340148925781,2001.5699462890625,468.17401123046875,2010.739990234375,452.4219970703125,1993.2900390625,465.864013671875,1999.300048828125,21056800.0,3209420000.0
2014-09-18,424.44000244140625,2011.3599853515625,456.8599853515625,2012.3399658203125,413.10400390625,2003.0699462890625,456.8599853515625,2003.0699462890625,34483200.0,3235340000.0
2014-09-19,394.7959899902344,2010.4000244140625,427.8349914550781,2019.260009765625,384.5320129394531,2006.5899658203125,424.1029968261719,2012.739990234375,37919700.0,4880220000.0
2014-09-20,408.90399169921875,,423.2959899902344,,389.88299560546875,,394.6730041503906,,36863600.0,
2014-09-21,398.8210144042969,,412.4259948730469,,393.1809997558594,,408.0849914550781,,26580100.0,
2014-09-22,402.1520080566406,1994.2900390625,406.9159851074219,2009.0799560546875,397.1300048828125,1991.010009765625,399.1000061035156,2009.0799560546875,24127600.0,3349670000.0
2014-09-23,435.7909851074219,1982.77001953125,441.5570068359375,1995.4100341796875,396.1969909667969,1982.77001953125,402.0920104980469,1992.780029296875,45099500.0,3279350000.0
2014-09-24,423.2049865722656,1998.300048828125,436.11199951171875,1999.7900390625,421.1319885253906,1978.6300048828125,435.7510070800781,1983.3399658203125,30627700.0,3313850000.0
2014-09-25,411.5740051269531,1965.989990234375,423.5199890136719,1997.3199462890625,409.4679870605469,1965.989990234375,423.156005859375,1997.3199462890625,26814400.0,3273050000.0
2014-09-26,404.42498779296875,1982.8499755859375,414.93798828125,1986.3699951171875,400.0090026855469,1966.219970703125,411.4289855957031,1966.219970703125,21460800.0,2929440000.0
2014-09-27,399.5199890136719,,406.62298583984375,,397.37200927734375,,403.5559997558594,,15029300.0,
2014-09-28,377.1809997558594,,401.0169982910156,,374.3320007324219,,399.47100830078125,,23613300.0,
2014-09-29,375.4670104980469,1977.800048828125,385.21099853515625,1981.280029296875,372.239990234375,1964.0400390625,376.9280090332031,1978.9599609375,32497700.0,3094440000.0
2014-09-30,386.9440002441406,1972.2900390625,390.97698974609375,1985.1700439453125,373.4429931640625,1968.9599609375,376.0880126953125,1978.2099609375,34707300.0,3951100000.0
2014-10-01,383.614990234375,1946.1600341796875,391.3789978027344,1971.43994140625,380.7799987792969,1941.719970703125,387.427001953125,1971.43994140625,26229400.0,4188590000.0
2014-10-02,375.0719909667969,1946.1700439453125,385.49700927734375,1952.3199462890625,372.9460144042969,1926.030029296875,383.9880065917969,1945.8299560546875,21777700.0,4012510000.0
2014-10-03,359.5119934082031,1967.9000244140625,377.69500732421875,1971.18994140625,357.8590087890625,1948.1199951171875,375.1809997558594,1948.1199951171875,30901200.0,3560970000.0
2014-10-04,328.8659973144531,,364.48699951171875,,325.885986328125,,359.8919982910156,,47236500.0,
2014-10-05,320.510009765625,,341.8009948730469,,289.2959899902344,,328.9159851074219,,83308096.0,
2014-10-06,330.0790100097656,1964.8199462890625,345.1340026855469,1977.8399658203125,302.55999755859375,1958.4300537109375,320.3890075683594,1970.010009765625,79011800.0,3358220000.0
2014-10-07,336.18701171875,1935.0999755859375,339.24700927734375,1962.3599853515625,320.48199462890625,1934.8699951171875,330.5840148925781,1962.3599853515625,49199900.0,3687870000.0
2014-10-08,352.94000244140625,1968.8900146484375,354.364013671875,1970.3599853515625,327.18798828125,1925.25,336.1159973144531,1935.550048828125,54736300.0,4441890000.0
2014-10-09,365.0260009765625,1928.2099609375,382.72601318359375,1967.6800537109375,347.68701171875,1927.56005859375,352.74798583984375,1967.6800537109375,83641104.0,4344020000.0
2014-10-10,361.56201171875,1906.1300048828125,375.0669860839844,1936.97998046875,352.9630126953125,1906.050048828125,364.68701171875,1925.6300048828125,43665700.0,4550540000.0
2014-10-11,362.29901123046875,,367.1910095214844,,355.95098876953125,,361.36199951171875,,13345200.0,
2014-10-12,378.54901123046875,,379.4330139160156,,356.1440124511719,,362.6059875488281,,17552800.0,
2014-10-13,390.41400146484375,1874.739990234375,397.22601318359375,1912.0899658203125,368.8970031738281,1874.1400146484375,377.9209899902344,1905.6500244140625,35221400.0,4352580000.0
2014-10-14,400.8699951171875,1877.699951171875,411.697998046875,1898.7099609375,391.3240051269531,1871.7900390625,391.6919860839844,1877.1099853515625,38491500.0,4812010000.0
2014-10-15,394.77301025390625,1862.489990234375,402.22698974609375,1874.1800537109375,388.7659912109375,1820.6600341796875,400.9549865722656,1874.1800537109375,25267100.0,6090800000.0
2014-10-16,382.5559997558594,1862.760009765625,398.8070068359375,1876.010009765625,373.07000732421875,1835.02001953125,394.51800537109375,1855.949951171875,26990000.0,5073150000.0
2014-10-17,383.75799560546875,1886.760009765625,385.4779968261719,1898.1600341796875,375.3890075683594,1864.9100341796875,382.7560119628906,1864.9100341796875,13600700.0,4482120000.0
2014-10-18,391.4419860839844,,395.1579895019531,,378.97100830078125,,383.97601318359375,,11416800.0,
2014-10-19,389.5459899902344,,393.9389953613281,,386.4570007324219,,391.2539978027344,,5914570.0,
2014-10-20,382.8450012207031,1904.010009765625,390.0840148925781,1905.030029296875,378.25201416015625,1882.300048828125,389.2309875488281,1885.6199951171875,16419000.0,3331210000.0
2014-10-21,386.4750061035156,1941.280029296875,392.64599609375,1942.449951171875,380.8340148925781,1909.3800048828125,382.4209899902344,1909.3800048828125,14188900.0,3987090000.0
2014-10-22,383.1579895019531,1927.1099853515625,388.57598876953125,1949.31005859375,382.2489929199219,1926.8299560546875,386.1180114746094,1941.2900390625,11641300.0,3761930000.0
2014-10-23,358.4169921875,1950.8199462890625,385.0480041503906,1961.949951171875,356.4469909667969,1931.02001953125,382.9620056152344,1931.02001953125,26456900.0,3789250000.0
2014-10-24,358.3450012207031,1964.5799560546875,364.3450012207031,1965.27001953125,353.30499267578125,1946.27001953125,358.59100341796875,1951.5899658203125,15585700.0,3078380000.0
2014-10-25,347.27099609375,,359.8609924316406,,342.87701416015625,,358.6109924316406,,18127500.0,
2014-10-26,354.7040100097656,,359.22100830078125,,343.9309997558594,,347.48699951171875,,11272500.0,
2014-10-27,352.989013671875,1961.6300048828125,358.6319885253906,1964.6400146484375,349.8089904785156,1951.3699951171875,354.7770080566406,1962.969970703125,13033000.0,3538860000.0
2014-10-28,357.6180114746094,1985.050048828125,359.9840087890625,1985.050048828125,352.6789855957031,1964.1400146484375,353.2149963378906,1964.1400146484375,7845880.0,3653260000.0
2014-10-29,335.59100341796875,1982.300048828125,357.8330078125,1991.4000244140625,335.3429870605469,1969.0400390625,357.0889892578125,1983.2900390625,18192700.0,3740350000.0
2014-10-30,345.30499267578125,1994.6500244140625,350.9129943847656,1999.4000244140625,335.0719909667969,1974.75,335.7090148925781,1979.489990234375,30177900.0,3586150000.0
2014-10-31,338.3210144042969,2018.050048828125,348.0450134277344,2018.18994140625,337.1419982910156,2001.199951171875,345.0090026855469,2001.199951171875,12545400.0,4292290000.0
2014-11-01,325.7489929199219,,340.52899169921875,,321.05499267578125,,338.6499938964844,,16677200.0,
2014-11-02,325.8919982910156,,329.04998779296875,,320.6260070800781,,326.07501220703125,,8603620.0,
2014-11-03,327.5539855957031,2017.81005859375,334.00201416015625,2024.4599609375,325.4809875488281,2013.6800537109375,325.5690002441406,2018.2099609375,12948500.0,3555440000.0
2014-11-04,330.49200439453125,2012.0999755859375,331.7669982910156,2015.97998046875,325.0769958496094,2001.010009765625,327.1610107421875,2015.81005859375,15655500.0,3956260000.0
2014-11-05,339.4859924316406,2023.5699462890625,343.3689880371094,2023.77001953125,330.6830139160156,2014.4200439453125,330.6830139160156,2015.2900390625,19817200.0,3766590000.0
2014-11-06,349.2900085449219,2031.2099609375,352.96600341796875,2031.6099853515625,338.42401123046875,2015.8599853515625,339.4580078125,2023.3299560546875,18797000.0,3669770000.0
2014-11-07,342.4150085449219,2031.9200439453125,352.73199462890625,2034.260009765625,341.7760009765625,2025.0699462890625,349.8179931640625,2032.3599853515625,16834200.0,3704280000.0
2014-11-08,345.4880065917969,,347.0320129394531,,342.15399169921875,,342.15399169921875,,8535470.0,
2014-11-09,363.2640075683594,,363.6260070800781,,344.2550048828125,,345.3760070800781,,24205600.0,
2014-11-10,366.92401123046875,2038.260009765625,374.8160095214844,2038.699951171875,357.5610046386719,2030.1700439453125,362.2650146484375,2032.010009765625,30450100.0,3284940000.0
2014-11-11,367.69500732421875,2039.6800537109375,371.30999755859375,2041.280029296875,363.7349853515625,2035.280029296875,365.85699462890625,2038.199951171875,15838900.0,2958320000.0
2014-11-12,423.5610046386719,2038.25,429.7179870605469,2040.3299560546875,367.9849853515625,2031.949951171875,367.9849853515625,2037.75,45783200.0,3246650000.0
2014-11-13,420.7349853515625,2039.3299560546875,457.0929870605469,2046.1800537109375,401.12298583984375,2030.43994140625,427.27301025390625,2039.2099609375,58945000.0,3455270000.0
